radius center_x center_y
119.459 362.03 248.165
121.166 361.2 249.41
123.5 361.2 249.41
128.424 359.955 251.07
128.424 359.955 251.07
128.424 359.955 251.07
128.424 360.37 249.41
128.424 360.37 249.41
128.424 360.37 247.335
128.424 360.37 244.43
126.207 360.37 242.77
123.193 361.2 240.695
112.392 362.445 237.79
104.342 362.445 237.79
95.7358 362.86 235.715
77.4222 362.445 236.96
69.0423 362.445 236.96
55.6107 360.785 241.11
50.5222 359.955 242.77
46.1345 358.758 243
42.6572 358.232 239.214
42.6572 357.046 239.607
44.1247 355.818 239.284
46.7324 353.234 239.035
48.6552 351.209 239.035
51.0407 349.14 239.035
56.2225 345.43 239.865
57.6662 345.015 238.205
57.6662 345.015 238.205
58.7761 345.817 235.532
58.7761 348.335 233.64
58.7761 351.24 232.395
54.8099 355.39 233.64
52.8733 357.465 234.47
56.001 362.445 229.075
65.5342 360.37 224.095
68.8338 357.88 223.68
70.1786 356.22 224.095
70.1786 356.22 224.095
63.2303 357.88 226.17
58.8245 359.955 226.585
53.7697 361.2 227.415
46.2237 358.356 230.444
45.198 357.889 232.163
43.8459 358.884 233.936
43.8459 359.494 231.006
43.8459 360.16 229.095
45.5439 362.445 225.34
45.5439 363.69 223.265
45.5439 366.444 223.711
45.5439 366.444 223.711
45.5439 367.84 224.925
45.5439 367.84 224.925
45.5439 369.365 224.937
45.5439 370.362 223.602
45.5439 372.428 221.088
45.5439 373.116 218.878
50.4687 374.065 211.23
55.792 372.82 204.59
61.1141 371.16 196.705
68.0663 367.425 182.18
70.0444 363.693 178.313
72.1165 361.732 175.481
73.7265 360.198 172.173
73.7265 360.198 172.173
73.7265 360.198 172.173
69.7906 361.843 171.665
67.0902 362.68 172.918
64.0488 362.86 175.955
56.9268 364.906 181.676
53.2808 366.07 184.767
50.1767 366.662 187.446
46.4083 366.198 190.826
46.4083 365.085 191.545
44.8233 365.085 191.545
46.9259 361.2 189.65
46.9259 358.71 188.82
48.3187 355.39 185.915
48.3187 352.9 184.67
45.792 350.113 180.357
44.2548 349.74 177.551
44.2548 349.358 175.512
42.4679 347.644 172.61
42.4679 347.352 171.211
42.4679 346.491 168.611
42.4679 346.491 168.611
42.4679 345.892 166.84
42.4679 345.892 166.84
42.4679 345.892 166.84
42.4679 345.892 166.84
42.4679 347.653 165.877
43.8792 348.879 165.799
44.928 348.879 165.799
46.4899 349.58 163.09
46.4899 351.02 162.091
48.9532 352.9 160.6
50.0587 352.07 159.355
50.0587 351.655 158.11
52.0585 350.41 155.62
52.0585 349.995 154.375
52.0585 349.995 154.375
52.0585 350.825 151.47
52.0585 350.825 151.47
52.0585 350.825 151.47
50.0683 349.995 148.98
50.0683 349.995 148.98
49.011 345.845 147.735
49.011 345.845 147.735
49.011 346.675 148.98
49.011 346.675 148.98
49.011 345.43 150.254
49.011 345.43 150.254
49.011 342.94 153.545
50.192 342.11 155.205
50.192 340.45 156.45
51.9014 339.205 159.355
52.9905 338.375 161.015
52.9905 337.13 163.505
52.9905 337.545 164.75
51.3009 337.13 166.41
51.3009 337.13 166.41
49.122 338.606 168.651
47.1104 340.768 171.199
47.1104 340.768 171.199
45.2685 342.616 173.658
45.2685 345.015 175.355
44.2161 346.16 176.459
44.2161 347.505 177.2
44.2161 344.6 180.52
44.2161 342.94 181.765
45.7929 340.018 184.664
47.5016 337.72 187.52
49.0626 335.817 189.241
50.6357 334.237 191.11
53.4492 332.33 194.767
53.4492 332.046 196.237
54.6845 331.944 198.239
54.6845 331.944 198.239
52.5419 331.944 198.239
51.0943 333.395 197.781
49.7435 333.395 197.781
47.8324 333.613 196.575
47.8324 333.613 196.575
46.0298 332.136 195.761
46.0298 332.136 195.761
44.8351 330.898 195.483
44.8351 329.375 195.008
43.5333 329.375 195.008
43.5333 327.913 194.387
43.5333 326.755 194.63
44.5437 325.51 195.46
44.5437 325.51 195.46
46.0921 323.435 197.12
46.0921 322.19 197.95
51.556 313.032 206.549
56.6257 308.541 211.834
64.4841 301.967 218.452
67.7477 298.268 221.596
67.7477 296.829 222.481
68.7509 296.829 222.481
68.7509 296.829 222.481
66.7409 296.829 222.481
63.1231 299.009 219.237
60.9231 299.365 217.455
58.2294 300.61 215.38
55.3157 302.685 213.72
50.3908 306.636 210.341
48.1626 309.463 208.995
45.9986 315.217 206.807
45.9986 315.217 206.807
45.9986 315.965 208.325
45.9986 315.965 208.325
45.9986 316.795 211.645
45.9986 316.795 212.89
45.9986 318.04 213.72
45.9986 319.826 215.737
45.9986 321.616 216.06
45.9986 321.616 216.06
47.011 324.265 219.53
47.011 324.68 220.775
47.011 326.34 222.435
47.011 326.755 223.68
47.011 328.83 223.68
47.011 328.83 223.68
47.011 330.075 223.68
48.3199 327.607 227.106
48.3199 325.549 228.842
50.5543 323.33 230.268
53.8099 319.367 231.582
55.3739 317.51 232.264
58.1236 315.315 232.772
58.1236 315.315 232.772
58.1236 315.315 232.772
56.1691 319.033 233.157
54.586 321.234 233.58
51.0077 325.16 234.185
49.6655 326.451 234.187
47.8776 328.885 233.382
47.8776 330.129 231.87
47.8776 330.49 229.49
49.9303 329.245 230.735
49.9303 328 232.395
51.5155 328 232.395
51.5155 326.576 236.284
51.5155 324.339 242.492
54.3414 321.47 248.661
54.3414 320.231 250.832
54.3414 320.231 250.832
52.8497 320.746 249.73
49.718 322.796 246.802
49.718 323.02 248.007
49.718 323.02 248.007
51.5407 327.343 251.212
52.6856 329.604 253.463
54.4881 329.66 255.22
57.8302 327.17 258.955
58.9663 326.34 260.615
60.0455 325.51 264.35
60.0455 325.095 266.01
57.4033 324.265 270.16
55.6413 324.68 272.235
53.6235 323.402 274.296
49.5441 319.993 278.802
49.5441 320.15 280.087
48.3383 320.736 281.218
46.9694 322.669 283.252
46.9694 324.493 284.826
46.9694 324.493 284.826
46.9694 326.23 284.158
46.9694 326.23 284.158
46.9694 328.429 283.79
46.9694 328.429 283.79
46.9694 330.78 283.847
46.9694 332.354 283.935
46.9694 332.354 283.935
46.9694 332.354 283.935
46.9694 333.628 283.824
47.9814 333.628 283.824
49.4 336.715 284.27
50.4203 338.79 283.855
50.4203 340.865 283.44
52.047 342.754 284.084
52.047 345.43 283.025
53.2088 346.675 283.025
53.2088 349.165 283.855
53.2088 349.995 285.1
50.7379 353.588 285.72
49.5229 354.56 287.175
47.3475 357.665 287.976
47.3475 358.858 288.198
47.3475 358.858 288.198
45.9638 360.406 287.766
45.9638 360.406 287.766
45.9638 360.42 286.139
44.5648 360.124 284.484
44.5648 360.124 284.484
44.5648 359.235 282.494
44.5648 359.235 282.494
44.5648 359.235 282.494
44.5648 359.973 280.946
43.192 359.973 280.946
43.192 359.973 280.946
41.991 359.973 280.946
41.991 361.166 281.309
41.991 361.692 283.313
41.991 361.721 285.791
41.991 361.721 285.791
41.991 361.721 285.791
41.991 358.931 283.078
41.991 358.931 283.078
41.991 357.634 282.327
41.991 356.366 284.08
41.991 355.328 286.271
43.0569 352.773 290.405
43.0569 351.269 290.977
43.0569 351.269 290.977
44.305 347.584 291.785
45.4102 345.578 292.623
46.9155 342.087 294.16
46.9155 340.517 295.035
47.9508 338.938 296.094
47.9508 336.472 298.486
47.9508 336.715 300.87
47.9508 336.3 302.945
44.0778 335.055 308.34
42.9974 333.81 310.83
41.3978 331.745 312.076
45.5188 331.32 315.81
50.4635 332.15 320.375
65.5827 336.3 334.07
73.9326 340.45 340.295
79.6932 341.695 345.275
83.1738 342.94 348.18
85.3773 344.185 350.255
85.3773 344.185 350.255
80.7458 344.6 349.01
77.0825 345.015 347.35
68.106 351.24 340.71
66.6556 350.825 339.465
60.1784 348.149 334.179
63.2808 333.81 339.479
63.2808 337.545 339.66
63.2808 337.545 339.66
67.9232 339.62 345.275
68.9866 339.62 347.765
70.3644 339.205 352.33
70.3644 339.62 354.405
70.3644 340.45 356.065
70.3644 338.375 358.14
70.3644 342.11 360.215
69.3537 342.11 361.46
69.3537 342.11 361.46
67.906 342.525 363.95
67.906 342.525 363.95
66.894 342.525 363.95
66.894 344.185 364.78
65.7625 344.185 364.78
65.7625 344.185 364.78
65.7625 345.845 363.12
64.3929 345.845 363.12
63.2335 345.43 361.46
63.2335 345.43 361.46
63.2335 344.185 360.63
60.9659 345.43 359.385
60.9659 345.43 359.385
60.9659 345.43 359.385
59.119 346.26 357.31
59.119 346.26 357.31
57.9013 347.505 356.065
57.9013 349.486 354.243
56.6111 351.37 353.255
56.6111 351.37 353.255
56.6111 354.703 351.489
56.6111 354.703 351.489
56.6111 354.703 351.489
56.6111 354.703 351.489
56.6111 354.703 351.489
56.6111 354.703 351.489
56.6111 354.703 351.489
56.6111 354.703 351.489
56.6111 354.703 351.489
56.6111 355.805 350.67
56.6111 355.805 350.67
56.6111 355.805 350.67
56.6111 355.805 350.67
56.6111 355.805 350.67
56.6111 355.805 350.67
56.6111 355.805 350.67
56.6111 355.805 350.67
56.6111 354.56 351.085
56.6111 354.56 351.085
56.6111 354.56 351.085
56.6111 354.56 351.085
55.6017 354.56 351.085
55.6017 354.56 351.085
55.6017 354.56 351.085
55.6017 354.56 351.085
55.6017 354.56 351.085
55.6017 354.56 351.085
55.6017 354.56 351.085
55.6017 352.992 350.98
55.6017 352.992 350.98
55.6017 352.992 350.98
55.6017 351.655 351.5
55.6017 351.655 351.5
55.6017 351.655 351.5
54.5994 351.655 351.5
54.5994 351.655 351.5
54.5994 353.285 350.451
54.5994 351.122 351.24
54.5994 351.122 351.24
54.5994 352.511 350.601
54.5994 352.511 350.601
54.5994 352.511 350.601
54.5994 352.511 350.601
54.5994 352.511 350.601
54.5994 352.511 350.601
54.5994 352.511 350.601
54.5994 352.511 350.601
54.5994 352.511 350.601
54.5994 352.511 350.601
54.5994 352.511 350.601
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 349.58 351.915
54.5994 349.58 351.915
54.5994 349.58 351.915
54.5994 349.58 351.915
54.5994 349.58 351.915
54.5994 349.58 351.915
54.5994 349.58 351.915
54.5994 349.58 351.915
54.5994 347.328 352.215
54.5994 347.328 352.215
54.5994 347.328 352.215
54.5994 347.328 352.215
54.5994 347.328 352.215
54.5994 349.165 351.5
54.5994 349.165 351.5
54.5994 349.165 351.5
54.5994 349.165 351.5
54.5994 351.736 350.747
54.5994 349.995 351.5
54.5994 349.995 351.5
54.5994 349.995 351.5
54.5994 352.511 350.601
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 350.688 351.399
54.5994 349.58 351.915
54.5994 349.58 351.915
54.5994 349.58 351.915
54.5994 349.58 351.915
54.5994 349.58 351.915
54.5994 349.58 351.915
54.5994 349.58 351.915
54.5994 349.58 351.915
53.3546 349.58 351.915
53.3546 349.58 351.915
53.3546 349.668 350.638
53.3546 349.668 350.638
53.3546 351.24 349.84
53.3546 351.24 349.84
53.3546 349.841 350.055
53.3546 349.841 350.055
53.3546 349.841 350.055
53.3546 349.841 350.055
53.3546 349.841 350.055
53.3546 349.841 350.055
53.3546 349.841 350.055
53.3546 349.841 350.055
53.3546 349.841 350.055
53.3546 349.841 350.055
53.3546 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 349.841 350.055
52.2131 348.335 349.84
52.2131 348.335 349.84
52.2131 348.335 349.84
52.2131 348.335 349.84
52.2131 348.335 349.84
52.2131 348.335 349.84
52.2131 348.335 349.84
52.2131 348.335 349.84
52.2131 348.335 349.84
52.2131 348.335 349.84
52.2131 349.58 349.84
52.2131 349.58 349.84
52.2131 349.58 349.84
52.2131 349.58 349.84
52.2131 351.24 349.84
53.2266 351.24 349.84
53.2266 351.24 349.84
53.2266 352.485 349.84
53.2266 352.485 349.84
53.2266 352.485 349.84
54.3785 352.485 349.84
54.3785 351.454 351.266
54.3785 351.454 351.266
54.3785 351.454 351.266
55.6055 351.454 351.266
55.6055 351.655 352.745
55.6055 351.655 352.745
56.7985 351.655 352.745
56.7985 351.655 352.745
56.7985 351.655 352.745
58.391 352.9 352.33
59.7419 352.9 352.33
59.7419 352.485 350.67
61.5353 354.56 348.595
61.5353 354.56 348.595
62.6172 355.805 346.52
62.6172 357.05 344.86
62.6172 358.71 343.615
62.6172 358.71 343.615
62.6172 358.988 341.037
62.6172 361.2 339.88
63.8401 361.2 339.88
65.0196 359.955 338.22
65.0196 359.955 338.22
58.6053 358.71 332.41
58.6053 359.125 330.75
56.3285 359.125 329.505
54.9091 358.71 328.26
51.8263 359.54 325.355
50.4863 358.71 324.11
47.9625 357.88 322.035
46.7854 358.295 320.79
44.8781 358.71 319.13
44.8781 358.71 319.13
43.3405 358.372 317.773
42.15 360.379 316.145
42.15 360.379 316.145
42.15 361.68 314.633
40.7955 361.68 314.633
40.7955 361.68 314.633
40.7955 361.68 314.633
40.7955 361.798 312.229
40.7955 361.798 312.229
40.7955 361.798 312.229
40.7955 361.798 312.229
40.7955 360.226 312.221
40.7955 360.226 312.221
40.7955 360.226 312.221
40.7955 358.847 313.668
40.7955 358.847 313.668
40.7955 358.847 313.668
40.7955 358.847 313.668
40.7955 357.606 314.678
40.7955 357.606 314.678
40.7955 357.606 314.678
40.7955 357.606 314.678
40.7955 355.915 315.192
40.7955 355.915 315.192
40.7955 355.915 315.192
40.7955 355.915 315.192
40.7955 355.915 315.192
40.7955 354.759 315.668
40.7955 354.759 315.668
40.7955 354.759 315.668
40.7955 354.759 315.668
40.7955 354.759 315.668
40.7955 354.759 315.668
40.7955 354.759 315.668
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
40.7955 353.358 315.948
39.7735 353.68 314.845
39.7735 353.68 314.845
39.7735 353.68 314.845
39.7735 353.68 314.845
39.7735 353.68 314.845
39.7735 353.68 314.845
39.7735 352.467 314.755
39.7735 352.467 314.755
39.7735 352.467 314.755
41.2452 350.818 311.615
42.4657 350.108 309.794
46.6157 348.287 304.254
48.3432 349.165 302.115
48.3432 349.165 300.04
48.3432 350.825 297.965
46.1723 352.328 296.047
45.121 354.066 295.317
45.121 355.951 294.576
42.5418 359.073 293.179
42.5418 360.398 292.64
42.5418 361.699 292.184
41.0369 363.484 291.224
41.0369 363.484 291.224
41.0369 364.836 288.429
41.0369 364.836 288.429
41.0369 364.77 286.669
41.0369 364.77 286.669
41.0369 364.77 286.669
41.0369 364.77 286.669
41.0369 364.77 286.669
41.0369 364.77 286.669
41.0369 364.77 286.669
41.0369 364.77 286.669
41.0369 364.77 286.669
41.0369 364.77 286.669
41.0369 363.269 287.15
41.0369 363.269 287.15
41.0369 363.269 287.15
41.0369 363.269 287.15
41.0369 363.269 287.15
41.0369 363.269 287.15
39.8886 363.269 287.15
39.8886 363.269 287.15
39.8886 361.51 288.601
39.8886 361.206 287.178
39.8886 360.33 284.476
41.9876 360.52 281.113
41.9876 360.52 281.113
41.9876 362.07 280.165
41.9876 362.07 280.165
41.9876 363.81 279.79
41.9876 365.282 279.469
41.9876 365.282 279.469
41.9876 366.156 274.698
41.9876 366.156 274.698
43.4835 365.714 271.981
43.4835 365.714 271.981
43.4835 365.714 271.981
43.4835 364.472 272.909
42.4512 364.472 272.909
42.4512 364.472 272.909
42.4512 364.472 272.909
42.4512 363.1 273.851
42.4512 363.1 273.851
42.4512 363.1 273.851
42.4512 363.1 273.851
42.4512 363.1 273.851
41.3285 363.1 273.851
41.3285 363.1 273.851
41.3285 363.1 273.851
41.3285 363.1 273.851
41.3285 363.1 273.851
41.3285 363.1 273.851
41.3285 361.705 274.117
41.3285 361.705 274.117
41.3285 361.705 274.117
41.3285 361.705 274.117
41.3285 361.705 274.117
41.3285 361.705 274.117
41.3285 361.705 274.117
41.3285 361.705 274.117
41.3285 361.197 270.4
42.7768 361.381 267.69
43.8449 361.46 263.293
43.8449 361.789 261.925
43.8449 361.789 261.925
43.8449 364.45 260.449
43.8449 364.45 260.449
43.8449 365.94 260.261
43.8449 368.233 260.048
43.8449 368.255 257.71
43.8449 368.255 257.71
43.8449 369.915 254.805
43.8449 369.915 254.805
43.8449 370.748 251.363
43.8449 370.748 251.363
43.8449 370.792 249.251
43.8449 370.792 249.251
43.8449 370.792 249.251
43.8449 370.792 249.251
43.8449 370.792 249.251
43.8449 370.792 249.251
43.8449 370.792 249.251
43.8449 370.799 247.985
43.8449 370.799 247.985
43.8449 370.799 247.985
43.8449 370.799 247.985
43.8449 370.799 247.985
43.8449 370.33 246.505
43.8449 370.33 246.505
43.8449 370.33 246.505
43.8449 370.33 246.505
43.8449 369.915 245.26
43.8449 369.915 245.26
43.8449 369.915 245.26
43.8449 369.915 245.26
43.8449 369.915 245.26
43.8449 369.915 245.26
43.8449 369.915 245.26
43.8449 369.915 245.26
43.8449 368.67 244.845
43.8449 368.67 244.845
43.8449 368.67 244.845
43.8449 368.67 244.845
43.8449 368.67 244.845
43.8449 368.67 244.845
43.8449 368.67 244.845
43.8449 368.67 244.845
43.8449 368.67 244.845
43.8449 368.67 244.845
43.8449 368.67 244.845
43.8449 368.67 244.845
43.8449 368.67 244.845
43.8449 368.67 244.845
43.8449 368.67 244.845
43.8449 368.67 244.845
43.8449 368.67 244.845
43.8449 368.67 244.845
43.8449 368.67 244.845
43.8449 368.67 244.845
43.8449 368.67 244.845
43.8449 368.425 243.363
43.8449 368.425 243.363
43.8449 368.425 243.363
43.8449 368.425 243.363
43.8449 367.588 242.17
43.8449 367.588 242.17
43.8449 367.588 242.17
43.8449 367.588 242.17
43.8449 367.588 242.17
44.9768 367.588 242.17
44.9768 367.325 240.352
46.0757 367.325 240.352
46.0757 367.325 240.352
46.0757 367.325 240.352
46.0757 367.325 240.352
46.0757 367.325 240.352
46.0757 367.134 239.095
46.0757 367.134 239.095
46.0757 367.134 239.095
46.0757 367.134 239.095
44.9311 367.134 239.095
44.9311 367.134 239.095
43.8158 367.134 239.095
43.8158 368.151 237.894
43.8158 368.151 237.894
43.8158 368.151 237.894
43.8158 368.151 237.894
43.8158 368.151 237.894
43.8158 368.151 237.894
43.8158 366.921 237.405
43.8158 366.921 237.405
43.8158 366.921 237.405
43.8158 366.921 237.405
43.8158 365.759 237.451
43.8158 365.759 237.451
43.8158 365.759 237.451
43.8158 365.759 237.451
43.8158 365.759 237.451
43.8158 365.759 237.451
43.8158 365.759 237.451
43.8158 365.759 237.451
43.8158 365.759 237.451
43.8158 365.759 237.451
43.8158 365.759 237.451
43.8158 365.759 237.451
43.8158 365.759 237.451
43.8158 365.759 237.451
43.8158 365.759 237.451
43.8158 365.759 237.451
43.8158 365.759 237.451
43.8158 365.759 237.451
43.8158 365.759 237.451
43.8158 365.759 237.451
43.8158 365.759 237.451
43.8158 365.759 237.451
43.8158 365.759 237.451
43.8158 366.912 237.75
43.8158 366.912 237.75
43.8158 366.912 237.75
43.8158 366.912 237.75
43.8158 366.912 237.75
43.8158 366.912 237.75
43.8158 366.912 237.75
43.8158 366.912 237.75
43.8158 366.912 237.75
43.8158 366.912 237.75
43.8158 366.912 237.75
43.8158 366.912 237.75
43.8158 366.912 237.75
43.8158 366.912 237.75
43.8158 366.912 237.75
43.8158 367.375 238.873
43.8158 367.375 238.873
43.8158 367.375 238.873
43.8158 367.375 238.873
43.8158 367.375 238.873
43.8158 367.375 238.873
43.8158 367.375 238.873
43.8158 367.375 238.873
43.8158 367.375 238.873
43.8158 367.375 238.873
43.8158 367.225 240.096
43.8158 367.225 240.096
43.8158 367.225 240.096
43.8158 367.225 240.096
43.8158 367.225 240.096
43.8158 367.225 240.096
43.8158 367.225 240.096
43.8158 367.225 240.096
