radius center_x center_y
43.8158 367.225 240.096
43.8158 367.225 240.096
43.8158 367.289 241.216
43.8158 367.289 241.216
43.8158 367.289 241.216
43.8158 367.289 241.216
43.8158 367.289 241.216
43.8158 367.289 241.216
43.8158 367.289 241.216
43.8158 367.289 241.216
43.8158 367.289 241.216
43.8158 367.289 241.216
43.8158 367.289 241.216
43.8158 367.289 241.216
43.8158 367.289 241.216
43.8158 368.486 240.354
43.8158 368.486 240.354
43.8158 368.486 240.354
43.8158 368.486 240.354
43.8158 368.486 240.354
43.8158 368.486 240.354
43.8158 368.486 240.354
43.8158 368.486 240.354
43.8158 368.047 241.851
43.8158 368.047 241.851
43.8158 368.047 241.851
43.8158 368.047 241.851
43.8158 368.047 241.851
43.8158 368.047 241.851
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
43.8158 367.985 242.981
42.7383 367.985 242.981
42.7383 366.82 242.844
42.7383 366.82 242.844
42.7383 366.677 241.389
42.7383 366.677 241.389
42.7383 366.677 241.389
42.7383 366.816 237.976
42.7383 366.816 237.976
42.7383 367.055 235.831
42.7383 367.506 232.238
44.1464 367.976 230.155
44.1464 368.482 228.571
44.1464 369.941 227.564
44.1464 370.773 225.959
44.1464 371.056 224.815
45.892 371.883 222.957
45.892 372.316 221.788
45.892 374.007 218.773
45.892 375.721 217.112
45.892 376.418 214.835
43.3593 378.63 211.23
43.3593 378.979 209.615
43.3593 378.979 209.615
43.3593 379.352 207.84
43.3593 379.352 207.84
43.3593 379.352 207.84
43.3593 377.8 206.25
43.3593 377.8 206.25
43.3593 376.97 205.005
43.3593 376.97 205.005
43.3593 376.97 205.005
43.3593 376.97 205.005
43.3593 376.97 205.005
43.3593 377.8 203.76
43.3593 377.8 203.76
43.3593 377.8 203.76
42.2361 378.995 202.314
42.2361 378.995 202.314
42.2361 378.995 202.314
42.2361 379.419 201.206
42.2361 379.419 201.206
42.2361 379.419 201.206
42.2361 379.419 201.206
42.2361 379.419 201.206
42.2361 379.419 201.206
42.2361 379.419 201.206
42.2361 379.419 201.206
42.2361 379.419 201.206
42.2361 379.419 201.206
42.2361 379.224 199.714
42.2361 379.224 199.714
42.2361 379.224 199.714
42.2361 379.224 199.714
42.2361 379.224 199.714
42.2361 379.224 199.714
42.2361 379.224 199.714
42.2361 379.224 199.714
42.2361 379.224 199.714
42.2361 379.224 199.714
42.2361 379.224 199.714
42.2361 379.224 199.714
42.2361 379.045 201.27
43.6235 379.045 201.27
43.6235 379.045 201.27
43.6235 378.63 198.78
43.6235 377.385 196.705
43.6235 377.385 196.705
43.6235 376.14 195.46
43.6235 376.14 195.46
43.6235 375.762 194.295
43.6235 376.14 195.46
43.6235 376.14 195.46
43.6235 376.14 195.46
43.6235 376.14 195.46
43.6235 376.14 195.46
43.6235 376.14 195.46
43.6235 376.14 195.46
43.6235 376.14 195.46
43.6235 376.14 195.46
43.6235 376.14 195.46
43.6235 376.14 195.46
43.6235 376.14 195.46
43.6235 376.14 195.46
43.6235 376.14 195.46
43.6235 376.14 195.46
43.6235 376.14 195.46
43.6235 376.97 196.705
43.6235 376.97 196.705
43.6235 376.97 196.705
43.6235 377.8 197.95
43.6235 377.8 197.95
43.6235 378.215 199.195
43.6235 378.215 199.195
43.6235 378.215 200.44
42.543 378.215 200.44
42.543 376.51 197.759
42.543 376.51 197.759
42.543 375.822 196.535
42.543 375.822 196.535
42.543 375.822 196.535
42.543 375.822 196.535
43.751 375.822 196.535
43.751 375.822 196.535
43.751 375.822 196.535
43.751 375.744 198.355
43.751 375.744 198.355
43.751 375.377 199.744
43.751 375.377 199.744
43.751 375.377 199.744
42.7315 375.377 199.744
42.7315 375.377 199.744
42.7315 375.377 199.744
42.7315 375.377 199.744
42.7315 375.377 199.744
42.7315 375.733 201.597
42.7315 375.733 201.597
42.7315 375.733 201.597
42.7315 375.733 201.597
42.7315 375.733 201.597
42.7315 375.733 201.597
42.7315 375.733 201.597
42.7315 374.435 200.421
42.7315 374.435 200.421
42.7315 374.435 200.421
42.7315 374.435 200.421
42.7315 374.435 200.421
42.7315 374.395 199.205
42.7315 374.395 199.205
42.7315 374.395 199.205
42.7315 374.395 199.205
42.7315 374.395 199.205
42.7315 374.395 199.205
42.7315 374.395 199.205
42.7315 374.395 199.205
42.7315 374.905 200.597
42.7315 374.905 200.597
42.7315 374.905 200.597
42.7315 374.905 200.597
42.7315 374.905 200.597
42.7315 374.905 200.597
42.7315 374.905 200.597
42.7315 373.658 199.362
42.7315 373.658 199.362
42.7315 373.658 199.362
44.6175 372.289 197.628
44.6175 372.289 197.628
46.4547 372.289 197.628
48.5425 371.99 196.29
48.5425 371.99 196.29
51.2064 373.235 195.46
51.2064 373.235 195.46
52.2901 373.405 193.715
52.2901 373.405 193.715
52.2901 374.895 191.725
52.2901 376.023 191.671
50.5651 377.468 192.592
50.5651 377.468 192.592
48.3345 380.406 193.521
48.3345 380.406 193.521
46.6716 382.478 195.441
46.6716 382.478 195.441
46.6716 382.99 196.895
46.6716 382.99 196.895
46.6716 382.99 196.895
46.6716 382.99 196.895
46.6716 382.99 196.895
46.6716 382.99 196.895
44.8595 380.931 196.308
44.8595 380.931 196.308
44.8595 379.822 196.64
44.8595 378.562 196.607
44.8595 378.562 196.607
44.8595 378.562 196.607
44.8595 376.473 197.278
44.8595 376.473 197.278
46.4139 374.956 198.533
46.4139 374.956 198.533
46.4139 374.956 198.533
46.4139 373.773 199.775
46.4139 373.773 199.775
46.4139 373.773 199.775
46.4139 373.506 200.884
46.4139 373.506 200.884
44.8311 373.506 200.884
44.8311 373.506 200.884
44.8311 373.506 200.884
43.1746 373.506 200.884
43.1746 373.506 200.884
43.1746 374.856 200.233
43.1746 374.856 200.233
43.1746 374.856 200.233
43.1746 374.856 200.233
43.1746 376.173 200.974
43.1746 376.173 200.974
43.1746 376.173 200.974
43.1746 376.173 200.974
43.1746 376.173 200.974
42.1128 376.173 200.974
42.1128 376.173 200.974
42.1128 376.173 200.974
42.1128 376.173 200.974
42.1128 376.173 200.974
42.1128 376.173 200.974
42.1128 376.173 200.974
42.1128 376.173 200.974
42.1128 376.173 200.974
42.1128 377.139 199.764
42.1128 377.139 199.764
42.1128 377.139 199.764
42.1128 377.139 199.764
42.1128 377.139 199.764
42.1128 377.139 199.764
42.1128 376.62 198.642
42.1128 376.62 198.642
42.1128 376.62 198.642
42.1128 376.62 198.642
42.1128 376.62 198.642
42.1128 376.62 198.642
42.1128 376.62 198.642
42.1128 376.62 198.642
42.1128 376.62 198.642
42.1128 376.62 198.642
42.1128 376.62 198.642
42.1128 375.507 197.571
42.1128 375.507 197.571
42.1128 375.507 197.571
42.1128 375.507 197.571
42.1128 375.507 197.571
42.1128 375.507 197.571
42.1128 375.507 197.571
42.1128 375.507 197.571
42.1128 375.507 197.571
42.1128 375.507 197.571
42.1128 375.507 197.571
42.1128 375.507 197.571
42.1128 375.507 197.571
42.1128 375.507 197.571
42.1128 375.507 197.571
42.1128 375.507 197.571
42.1128 375.507 197.571
42.1128 375.507 197.571
42.1128 375.507 197.571
42.1128 375.507 197.571
42.1128 375.507 197.571
42.1128 376.17 198.839
42.1128 376.17 198.839
42.1128 376.17 198.839
42.1128 376.17 198.839
42.1128 376.17 198.839
42.1128 376.928 200.271
42.1128 376.928 200.271
42.1128 376.928 200.271
42.1128 376.928 200.271
42.1128 376.928 200.271
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 377.438 201.485
42.1128 376.294 201.759
42.1128 376.294 201.759
42.1128 376.294 201.759
42.1128 376.294 201.759
42.1128 376.29 202.911
42.1128 376.29 202.911
42.1128 376.29 202.911
42.1128 376.29 202.911
42.1128 376.29 202.911
42.1128 376.29 202.911
42.1128 376.29 202.911
42.1128 376.29 202.911
42.1128 376.29 202.911
42.1128 376.29 202.911
42.1128 376.29 202.911
42.1128 376.29 202.911
42.1128 376.29 202.911
42.1128 376.29 202.911
42.1128 376.29 202.911
42.1128 376.29 202.911
42.1128 376.29 202.911
42.1128 377.076 204.571
42.1128 377.076 204.571
42.1128 377.076 204.571
42.1128 377.076 204.571
42.1128 377.076 204.571
42.1128 377.076 204.571
42.1128 377.211 206.142
42.1128 377.211 206.142
42.1128 377.211 206.142
42.1128 377.211 206.142
42.1128 375.725 205.835
42.1128 375.725 205.835
42.1128 374.633 204.513
42.1128 374.633 204.513
42.1128 374.065 205.835
42.1128 374.065 205.835
42.1128 374.065 205.835
42.1128 372.82 206.25
42.1128 372.82 206.25
42.1128 372.82 206.25
42.1128 371.575 205.005
42.1128 371.575 205.005
42.1128 371.575 203.76
42.1128 371.575 203.76
42.1128 371.575 202.515
42.1128 371.098 200.014
42.1128 370.909 198.225
42.1128 370.909 198.225
40.926 372.879 196.43
40.926 374.065 195.875
40.926 374.065 195.875
42.9288 378.215 195.999
43.9322 378.215 195.999
46.0117 379.045 192.97
47.177 379.46 191.725
49.0245 381.12 190.48
50.1804 381.535 189.235
50.1804 381.535 189.235
51.8148 382.78 185.915
51.8148 382.044 183.907
51.8148 382.548 181.332
50.6965 382.487 179.397
49.5043 382.51 177.281
47.4704 381.95 172.635
46.3356 381.95 170.975
46.3356 381.95 169.315
44.9539 381.95 167.655
44.9539 381.95 167.655
44.9539 381.95 167.655
44.9539 381.95 167.655
44.9539 381.95 167.655
44.9539 381.95 167.655
44.9539 381.95 167.655
43.7612 380.772 166.884
43.7612 380.772 166.884
43.7612 380.772 166.884
43.7612 380.772 166.884
43.7612 380.772 166.884
43.7612 379.507 166.252
43.7612 379.507 166.252
43.7612 379.507 166.252
42.5983 379.507 166.252
42.5983 379.507 166.252
42.5983 378.367 165.719
42.5983 378.367 165.719
42.5983 378.367 165.719
42.5983 378.367 165.719
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.048 164.898
42.5983 377.434 166.161
42.5983 377.434 166.161
42.5983 377.434 166.161
41.4604 377.434 166.161
41.4604 377.434 166.161
41.4604 377.434 166.161
41.4604 377.518 167.387
41.4604 377.518 167.387
41.4604 377.518 167.387
41.4604 377.518 167.387
41.4604 377.518 167.387
41.4604 377.518 167.387
41.4604 377.518 167.387
41.4604 377.518 167.387
41.4604 377.892 168.658
41.4604 377.892 168.658
41.4604 377.892 168.658
41.4604 377.892 168.658
41.4604 377.892 168.658
41.4604 377.892 168.658
41.4604 377.892 168.658
41.4604 377.892 168.658
41.4604 377.892 168.658
41.4604 377.557 166.146
41.4604 377.557 166.146
43.1291 377.601 163.83
43.1291 377.601 163.83
45.6968 377.535 160.842
46.9027 377.687 159.657
48.1028 377.308 158.177
50.7549 377.8 156.035
50.7549 379.045 155.205
53.3555 376.274 151.458
53.3555 375.223 149.718
53.3555 374.895 147.32
53.3555 376.555 143.17
53.3555 376.97 139.435
48.4826 376.555 135.285
46.8009 377.203 134.171
45.7933 379.083 134.265
45.7933 379.083 134.265
45.7933 379.083 134.265
45.7933 379.083 134.265
44.5567 379.083 134.265
44.5567 379.083 134.265
44.5567 379.045 136.53
43.24 379.045 136.53
43.24 379.045 136.53
42.2061 379.045 136.53
42.2061 379.045 136.53
42.2061 379.045 136.53
42.2061 379.712 138.199
42.2061 379.712 138.199
42.2061 379.712 138.199
42.2061 378.309 136.831
42.2061 378.309 136.831
42.2061 378.309 136.831
42.2061 378.309 136.831
42.2061 378.309 136.831
42.2061 378.309 136.831
42.2061 378.309 136.831
42.2061 378.309 136.831
42.2061 378.309 136.831
43.4007 376.749 135.407
43.4007 378.303 136.463
43.4007 378.303 136.463
43.4007 378.303 136.463
43.4007 378.303 136.463
43.4007 378.303 136.463
43.4007 376.525 134.984
43.4007 376.525 134.984
43.4007 378.513 135.973
43.4007 378.513 135.973
43.4007 378.513 135.973
43.4007 378.513 135.973
43.4007 378.513 135.973
43.4007 378.462 134.579
43.4007 378.462 134.579
44.4283 378.462 134.579
44.4283 378.462 134.579
44.4283 378.462 134.579
44.4283 378.462 134.579
44.4283 378.462 134.579
44.4283 378.462 134.579
44.4283 378.462 134.579
44.4283 378.462 134.579
44.4283 378.462 134.579
44.4283 378.462 134.579
44.4283 378.462 134.579
44.4283 378.462 134.579
44.4283 378.462 134.579
44.4283 378.462 134.579
44.4283 378.462 134.579
44.4283 378.462 134.579
44.4283 375.971 134.87
44.4283 377.757 134.775
44.4283 375.791 134.823
44.4283 375.791 134.823
44.4283 375.791 134.823
44.4283 375.791 134.823
44.4283 375.791 134.823
44.4283 375.791 134.823
44.4283 375.791 134.823
44.4283 375.791 134.823
44.4283 375.791 134.823
44.4283 375.791 134.823
44.4283 375.791 134.823
44.4283 375.791 134.823
44.4283 375.791 134.823
44.4283 374.488 134.808
44.4283 374.488 134.808
44.4283 374.488 134.808
44.4283 374.488 134.808
42.9367 378.459 136.1
42.9367 374.543 134.843
42.9367 374.543 134.843
42.9367 374.543 134.843
42.9367 374.543 134.843
42.9367 374.543 134.843
42.9367 374.543 134.843
42.9367 374.543 134.843
42.9367 374.543 134.843
42.9367 374.543 134.843
42.9367 374.543 134.843
42.9367 374.543 134.843
42.9367 374.543 134.843
42.9367 374.543 134.843
42.9367 374.543 134.843
42.9367 378.25 136.586
42.9367 378.25 136.586
42.9367 374.175 134.919
42.9367 374.175 134.919
42.9367 374.175 134.919
42.9367 374.175 134.919
42.9367 374.175 134.919
41.6134 377.396 137.09
41.6134 377.396 137.09
41.6134 377.396 137.09
41.6134 377.396 137.09
41.6134 377.396 137.09
43.3235 374.765 135.337
41.6134 377.396 137.09
41.6134 377.396 137.09
41.6134 377.396 137.09
43.3235 374.765 135.337
41.5875 377.109 137.082
41.5875 377.109 137.082
43.3235 374.765 135.337
41.6134 377.396 137.09
41.6134 377.396 137.09
43.3235 374.765 135.337
43.3235 374.765 135.337
41.5875 377.109 137.082
41.5875 377.109 137.082
41.5875 377.109 137.082
43.3235 374.765 135.337
43.3235 374.765 135.337
43.3235 374.765 135.337
43.3235 374.765 135.337
41.6134 377.396 137.09
43.7881 374.1 134.893
42.0512 376.691 136.62
42.0512 376.691 136.62
43.7881 374.1 134.893
41.6515 377.333 137.049
41.6515 377.333 137.049
43.7881 374.1 134.893
43.7881 374.1 134.893
42.0512 376.691 136.62
43.7996 374.497 134.897
43.7996 374.497 134.897
42.0908 377.128 136.629
43.7996 374.497 134.897
43.7996 374.497 134.897
42.0908 377.128 136.629
42.0908 377.128 136.629
42.0908 377.128 136.629
43.7996 374.497 134.897
42.0908 377.128 136.629
42.0908 377.128 136.629
43.7996 374.497 134.897
41.7149 377.774 137.069
41.7149 377.774 137.069
41.7149 377.774 137.069
41.7149 377.774 137.069
41.7149 377.774 137.069
41.7149 377.774 137.069
41.7149 377.774 137.069
43.7999 374.504 134.897
41.4835 378.53 137.699
41.4835 378.53 137.699
43.3386 375.177 135.345
41.513 378.52 137.723
43.3386 375.177 135.345
41.4514 378.446 137.68
41.4514 377.188 136.668
43.3386 375.177 135.345
41.3504 378.942 138.235
41.3504 377.842 137.119
41.3504 378.942 138.235
43.7659 374.551 134.93
43.7659 374.551 134.93
41.2939 378.962 138.189
43.3386 375.177 135.345
43.3386 375.177 135.345
41.2124 379.609 138.949
41.2124 379.609 138.949
41.2124 377.899 137.161
41.2124 377.899 137.161
41.2124 377.899 137.161
41.2124 377.899 137.161
41.2124 377.899 137.161
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 379.021 138.319
41.2124 380.705 139.85
41.2124 379.742 138.561
41.2124 379.742 138.561
41.2124 379.742 138.561
41.2124 379.742 138.561
41.2124 379.742 138.561
41.2124 379.742 138.561
41.2124 379.742 138.561
41.2124 379.742 138.561
41.2124 379.742 138.561
41.2124 379.742 138.561
41.2124 379.742 138.561
41.2124 379.742 138.561
41.2124 379.742 138.561
41.2124 379.742 138.561
41.2124 378.436 137.701
41.2124 378.436 137.701
41.2124 378.436 137.701
41.2124 379.675 138.863
41.2124 379.675 138.863
41.2124 379.675 138.863
41.2124 378.683 137.735
41.2124 378.683 137.735
41.2124 380.063 138.991
41.2124 379.082 137.874
41.2124 379.082 137.874
43.3787 375.945 135.359
41.5908 380.063 138.991
43.3787 375.945 135.359
41.5908 380.063 138.991
41.5908 380.063 138.991
43.3787 375.945 135.359
43.3787 375.945 135.359
43.3787 375.945 135.359
43.3787 375.945 135.359
41.7921 379.979 138.397
43.4072 376.365 135.367
41.8683 380.469 139.125
41.8683 379.012 137.413
43.4072 376.365 135.367
43.4072 376.365 135.367
42.1953 379.157 137.434
42.1953 379.157 137.434
43.433 376.699 135.373
41.9689 380.26 138.685
43.848 376.074 134.946
41.9698 380.129 138.508
41.9698 380.129 138.508
43.433 376.699 135.373
43.433 376.699 135.373
43.433 376.699 135.373
41.9698 380.129 138.508
41.9698 380.129 138.508
41.9698 380.129 138.508
43.821 376.114 134.973
42.1289 379.242 137.468
42.1289 379.242 137.468
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 380.26 138.685
42.1289 379.045 137.775
42.1289 379.045 137.775
42.1289 379.045 137.775
42.1289 379.045 137.775
42.1289 379.045 137.775
42.1289 379.045 137.775
42.1289 379.045 137.775
42.1289 379.045 137.775
42.1289 379.045 137.775
42.1289 379.045 137.775
42.1289 379.045 137.775
42.1289 379.045 137.775
42.1289 379.045 137.775
42.1289 379.045 137.775
42.1289 379.045 137.775
42.1289 379.045 137.775
42.1289 379.045 137.775
42.1289 379.045 137.775
42.1289 379.045 137.775
42.1289 379.045 137.775
42.1289 379.045 137.775
42.1289 379.045 137.775
42.1289 380.29 138.605
42.1289 380.29 138.605
42.1289 380.29 138.605
42.1289 380.29 138.605
42.1289 380.29 138.605
42.1289 380.29 138.605
42.1289 380.29 138.605
42.1289 380.29 138.605
42.1289 380.29 138.605
42.1289 380.29 138.605
42.1289 380.29 138.605
42.1289 380.29 138.605
42.1289 380.29 138.605
42.1289 380.29 138.605
42.1289 380.29 138.605
42.1289 380.29 138.605
42.1289 380.29 138.605
42.1289 380.29 138.605
42.1289 380.29 138.605
42.1289 380.29 138.605
42.1289 380.29 138.605
42.1289 380.29 138.605
42.1289 380.29 138.605
42.1289 380.29 138.605
42.1289 379.045 137.36
42.1289 379.045 137.36
42.1289 379.045 137.36
42.1289 379.045 137.36
42.1289 379.045 137.36
42.1289 377.872 137.467
42.1289 377.872 137.467
42.1289 377.872 137.467
42.1289 377.872 137.467
42.1289 377.872 137.467
42.1289 377.872 137.467
42.1289 377.872 137.467
42.1289 377.872 137.467
40.5967 377.872 137.467
40.5967 378.215 138.605
40.5967 378.215 138.605
40.5967 380.385 140.445
40.5967 380.385 140.445
41.7354 380.385 140.445
42.9569 382.821 140.87
42.9569 382.821 140.87
44.6753 384.025 140.68
50.4199 385.685 136.53
50.4199 385.685 136.53
50.4199 384.025 136.115
50.4199 384.025 136.115
50.4199 384.025 136.115
47.7005 379.46 135.7
46.4791 379.46 135.7
43.3769 377.906 137.991
43.3769 382.178 140.275
43.3769 382.178 140.275
43.3769 380.705 137.775
43.3769 380.705 137.775
43.3769 380.705 137.775
43.3769 380.705 137.775
48.5135 381.95 132.38
48.5135 383.195 133.21
48.5135 381.95 132.38
48.5135 383.195 133.21
48.5135 383.195 133.21
42.7516 378.592 136.379
48.2147 382.78 133.21
48.2147 382.78 133.21
48.2147 382.78 133.21
48.2147 382.78 133.21
48.2147 382.78 133.21
46.6516 374.237 132.274
46.6516 373.005 132.13
46.6516 373.005 132.13
43.0321 378.052 135.751
43.0321 378.052 135.751
43.0321 375.986 137.11
43.0321 375.986 137.11
43.0321 375.31 138.81
45.5508 372.319 141.602
45.5508 371.56 143.098
47.175 370.299 145.04
49.5058 369.544 148.848
50.5123 369.5 150.64
50.5123 369.915 153.545
50.5123 370.33 154.79
50.5123 369.866 155.912
48.3623 370.572 158.057
47.3525 371.356 159.232
46.2979 372.86 160.724
44.6496 375.127 163.208
44.6496 375.127 163.208
43.4675 376.348 165.008
43.4675 377.621 166.253
43.4675 377.621 166.253
43.4675 378.745 167.148
44.6311 377.151 166.55
45.6475 377.151 166.55
45.6475 376.909 167.74
45.6475 376.909 167.74
46.6531 376.909 167.74
46.6531 376.909 167.74
46.6531 376.909 167.74
46.6531 376.909 167.74
46.6531 376.829 168.9
46.6531 376.829 168.9
46.6531 376.829 168.9
46.6531 376.835 170.265
46.6531 376.835 170.265
46.6531 376.772 171.947
46.6531 376.772 171.947
46.6531 376.772 171.947
46.6531 376.772 171.947
46.6531 376.772 171.947
46.6531 376.772 171.947
46.6531 376.772 171.947
46.6531 376.772 171.947
45.4701 376.772 171.947
45.4701 376.772 171.947
45.4701 375.6 170.749
45.4701 375.6 170.749
45.4701 375.6 170.749
45.4701 375.6 170.749
45.4701 375.247 169.542
45.4701 375.247 169.542
45.4701 375.247 169.542
45.4701 375.247 169.542
45.4701 375.247 169.542
45.4701 375.247 169.542
45.4701 375.247 169.542
45.4701 375.247 169.542
45.4701 375.247 169.542
45.4701 375.247 169.542
45.4701 375.217 168.078
45.4701 375.217 168.078
45.4701 375.062 166.965
45.4701 375.062 166.965
45.4701 374.683 165.165
45.4701 374.683 165.165
45.4701 374.683 165.165
45.4701 374.683 165.165
45.4701 374.683 165.165
45.4701 374.683 165.165
45.4701 374.683 165.165
45.4701 374.683 165.165
45.4701 374.683 165.165
45.4701 374.683 165.165
45.4701 374.683 165.165
44.2467 374.683 165.165
44.2467 374.683 165.165
44.2467 374.683 165.165
44.2467 374.683 165.165
44.2467 374.683 165.165
44.2467 374.683 165.165
44.2467 374.683 165.165
44.2467 374.683 165.165
44.2467 374.683 165.165
44.2467 373.235 164.335
43.2389 373.235 164.335
43.2389 373.235 164.335
43.2389 373.235 165.58
43.2389 373.235 165.58
43.2389 373.235 165.58
43.2389 373.235 165.58
43.2389 373.235 165.58
43.2389 373.65 167.655
43.2389 373.65 167.655
43.2389 373.65 167.655
43.2389 373.65 169.73
43.2389 373.685 171.127
45.0154 373.235 173.465
47.1599 372.405 178.03
49.1737 371.498 181.181
50.9886 370.33 183.425
54.9431 368.67 189.65
56.4313 368.255 192.555
57.4718 366.595 196.29
57.4718 365.765 197.535
57.4718 364.935 200.44
57.4718 363.69 200.855
55.7161 362.86 202.1
53.5962 360.733 203.384
52.4634 360.37 204.59
52.4634 359.54 205.835
49.05 356.179 205.227
49.05 353.598 203.593
47.8332 352.07 203.345
47.8332 352.07 203.345
46.5517 352.07 205.005
44.2057 349.217 205.371
44.2057 349.217 205.371
44.2057 347.156 204.379
44.2057 345.985 206.348
44.2057 345.283 207.496
44.2057 345.283 207.496
44.2057 344.462 210.578
44.2057 344.462 210.578
44.2057 343.813 212.822
45.4451 343.721 215.733
45.4451 343.847 217.6
45.4451 343.815 219.646
45.4451 343.815 219.646
45.4451 343.536 221.073
45.4451 343.536 221.073
45.4451 343.413 223.194
45.4451 343.44 224.372
45.4451 343.991 226.362
45.4451 343.991 226.362
45.4451 344.6 228.934
45.4451 345.541 231.023
45.4451 346.039 232.188
45.4451 346.039 232.188
45.4451 347.592 234.638
45.4451 347.592 234.638
45.4451 349.088 237.875
45.4451 349.088 237.875
45.4451 350.46 241.264
44.2416 350.948 242.698
44.2416 351.602 244.794
44.2416 351.597 246.125
44.2416 351.597 246.125
44.2416 351.03 248.986
44.2416 350.155 253.698
46.5497 348.327 258.395
46.5497 347.465 259.955
46.5497 347.465 259.955
46.5497 344.968 260.547
46.5497 344.968 260.547
45.4292 343.709 259.597
45.4292 343.709 259.597
45.4292 342.486 259.173
